date,team_1,team_2,venue,toss_winner,toss_decision,winner,target
2025-04-17,Mexico,Costa Rica,"Clayton Panama, Panama City",Costa Rica,field,Mexico,1
2025-04-17,Panama,Turks and Caicos Island,"Clayton Panama, Panama City",Panama,bat,Panama,1
2025-04-18,Costa Rica,Panama,"Clayton Panama, Panama City",Costa Rica,bat,Panama,0
2025-04-18,Turks and Caicos Island,Mexico,"Clayton Panama, Panama City",Turks and Caicos Island,bat,Mexico,0
2025-04-19,Bermuda,Canada,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat,Canada,0
2025-04-19,United States of America,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",United States of America,bat,United States of America,1
2025-04-19,Panama,Mexico,"Clayton Panama, Panama City",Panama,bat,Panama,1
2025-04-19,Costa Rica,Turks and Caicos Island,"Clayton Panama, Panama City",Costa Rica,bat,Turks and Caicos Island,0
2025-04-20,Turks and Caicos Island,Costa Rica,"Clayton Panama, Panama City",Turks and Caicos Island,bat,Costa Rica,0
2025-04-20,United States of America,Bahamas,"Jimmy Powell Oval, Cayman Islands",United States of America,bat,United States of America,1
2025-04-20,Bermuda,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat,Bermuda,1
2025-04-21,Bahamas,Canada,"Jimmy Powell Oval, Cayman Islands",Bahamas,bat,Canada,0
2025-04-21,Bermuda,United States of America,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat,United States of America,0
2025-04-23,Canada,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,field,Canada,1
2025-04-23,Bahamas,Bermuda,"Jimmy Powell Oval, Cayman Islands",Bahamas,bat,Bermuda,0
2025-04-24,Malaysia,Singapore,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,Malaysia,1
2025-04-24,Saudi Arabia,Thailand,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,bat,Saudi Arabia,1
2025-04-24,Canada,United States of America,"Jimmy Powell Oval, Cayman Islands",Canada,bat,Canada,1
2025-04-24,Cayman Islands,Bahamas,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,bat,Cayman Islands,1
2025-04-25,Thailand,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,Malaysia,0
2025-04-25,Saudi Arabia,Singapore,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,bat,Saudi Arabia,1
2025-04-26,Cayman Islands,Canada,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,bat,Canada,0
2025-04-26,Bermuda,United States of America,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat,United States of America,0
2025-04-26,Saudi Arabia,Malaysia,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,bat,Malaysia,0
2025-04-26,Singapore,Thailand,"Bayuemas Oval, Kuala Lumpur",Singapore,bat,Singapore,1
2025-04-27,Canada,United States of America,"Jimmy Powell Oval, Cayman Islands",Canada,bat,United States of America,0
2025-04-28,Saudi Arabia,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,field,Saudi Arabia,1
2025-04-29,Singapore,Saudi Arabia,"Bayuemas Oval, Kuala Lumpur",Singapore,bat,Saudi Arabia,0
2025-04-29,Malaysia,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,field,Malaysia,1
2025-04-30,Malaysia,Saudi Arabia,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,field,Saudi Arabia,0
2025-05-02,Singapore,Thailand,"Bayuemas Oval, Kuala Lumpur",Singapore,bat,Singapore,1
2025-05-02,Malaysia,Saudi Arabia,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,Malaysia,1
2025-05-06,Malta,Estonia,Marsa Sports Club,Estonia,field,Malta,1
2025-05-06,Malta,Estonia,Marsa Sports Club,Estonia,field,Estonia,0
2025-05-07,Thailand,Cook Islands,Sano International Cricket Ground,Thailand,bat,Cook Islands,0
2025-05-07,Malta,Estonia,Marsa Sports Club,Estonia,field,Malta,1
2025-05-08,Japan,Thailand,Sano International Cricket Ground,Japan,bat,Japan,1
2025-05-09,Japan,Cook Islands,Sano International Cricket Ground,Cook Islands,field,Japan,1
2025-05-09,Cook Islands,Thailand,Sano International Cricket Ground,Thailand,field,Thailand,0
2025-05-11,Japan,Thailand,Sano International Cricket Ground,Japan,bat,Thailand,0
2025-05-13,Cook Islands,Japan,Sano International Cricket Ground,Cook Islands,bat,Japan,0
2025-05-14,Japan,Cook Islands,Sano International Cricket Ground,Cook Islands,field,Japan,1
2025-05-17,Austria,Slovenia,"Velden Cricket Ground, Latschach",Slovenia,field,Austria,1
2025-05-17,Bangladesh,United Arab Emirates,Sharjah Cricket Stadium,United Arab Emirates,field,Bangladesh,1
2025-05-18,Slovenia,Austria,"Ballpark Ground, Graz",Slovenia,bat,Austria,0
2025-05-18,Austria,Slovenia,"Ballpark Ground, Graz",Austria,bat,Austria,1
2025-05-19,Bangladesh,United Arab Emirates,Sharjah Cricket Stadium,United Arab Emirates,field,United Arab Emirates,0
2025-05-21,Bangladesh,United Arab Emirates,Sharjah Cricket Stadium,United Arab Emirates,field,United Arab Emirates,0
2025-05-28,Pakistan,Bangladesh,"Gaddafi Stadium, Lahore",Pakistan,bat,Pakistan,1
2025-05-30,Malta,Belgium,"Stars Arena Hofstade, Zemst",Malta,bat,Belgium,0
2025-05-30,Pakistan,Bangladesh,"Gaddafi Stadium, Lahore",Pakistan,bat,Pakistan,1
2025-05-30,Austria,Switzerland,"Velden Cricket Ground, Latschach",Austria,bat,Austria,1
2025-05-30,Belgium,Portugal,"Stars Arena Hofstade, Zemst",Belgium,bat,Portugal,0
2025-05-30,Malta,Portugal,"Stars Arena Hofstade, Zemst",Portugal,field,Portugal,0
2025-05-31,Austria,Switzerland,"Velden Cricket Ground, Latschach",Austria,bat,Switzerland,0
2025-05-31,Belgium,Malta,"Stars Arena Hofstade, Zemst",Malta,field,Belgium,1
2025-05-31,Belgium,Portugal,"Stars Arena Hofstade, Zemst",Belgium,bat,Portugal,0
2025-05-31,Austria,Switzerland,"Velden Cricket Ground, Latschach",Switzerland,field,Austria,1
2025-05-31,Malta,Portugal,"Stars Arena Hofstade, Zemst",Malta,bat,Portugal,0
2025-06-01,Bangladesh,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field,Pakistan,0
2025-06-01,Belgium,Portugal,"Stars Arena Hofstade, Zemst",Portugal,field,Belgium,1
2025-06-01,Austria,Switzerland,"Velden Cricket Ground, Latschach",Austria,bat,Austria,1
2025-06-06,Jersey,Guernsey,"Grainville, St Saviour",Guernsey,field,Guernsey,0
2025-06-06,England,West Indies,"Riverside Ground, Chester-le-Street",England,bat,England,1
2025-06-07,Guernsey,Jersey,"Grainville, St Saviour",Jersey,field,Jersey,0
2025-06-07,Jersey,Guernsey,"Grainville, St Saviour",Jersey,bat,Jersey,1
2025-06-07,Slovenia,Serbia,Lisicji Jarak Cricket Ground,Slovenia,bat,Serbia,0
2025-06-08,Serbia,Slovenia,Lisicji Jarak Cricket Ground,Slovenia,field,Serbia,1
2025-06-08,Norway,Czech Republic,"Scott Page Field, Vinor",Norway,bat,Norway,1
2025-06-08,West Indies,England,"County Ground, Bristol",England,field,England,0
2025-06-08,Czech Republic,Austria,"Scott Page Field, Vinor",Austria,field,Austria,0
2025-06-09,Norway,Austria,"Scott Page Field, Vinor",Norway,bat,Norway,1
2025-06-09,Austria,Czech Republic,"Scott Page Field, Vinor",Austria,bat,Austria,1
2025-06-10,England,West Indies,"The Rose Bowl, Southampton",West Indies,field,England,1
2025-06-10,Norway,Czech Republic,"Scott Page Field, Vinor",Czech Republic,field,Norway,1
2025-06-10,Norway,Austria,"Scott Page Field, Vinor",Norway,bat,Austria,0
2025-06-11,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field,Cambodia,0
2025-06-12,Canada,Bahamas,"Maple Leaf North-East Ground, King City",Canada,bat,Canada,1
2025-06-12,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field,Cambodia,0
2025-06-12,Indonesia,Cambodia,Udayana Cricket Ground,Indonesia,bat,Cambodia,0
2025-06-12,Bermuda,Cayman Islands,"Maple Leaf North-East Ground, King City",Bermuda,bat,Bermuda,1
2025-06-13,Denmark,Finland,"Ishoj Cricket Club, Vejledalen",Finland,field,Denmark,1
2025-06-13,Bermuda,Bahamas,"Maple Leaf North-East Ground, King City",Bermuda,bat,Bermuda,1
2025-06-13,Canada,Cayman Islands,"Maple Leaf North-East Ground, King City",Canada,bat,Canada,1
2025-06-14,Denmark,Norway,Koge Cricket Club,Denmark,bat,Norway,0
2025-06-14,Denmark,Sweden,Koge Cricket Club,Denmark,bat,Denmark,1
2025-06-14,Sweden,Finland,"Ishoj Cricket Club, Vejledalen",Finland,field,Sweden,1
2025-06-14,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,Indonesia,0
2025-06-14,Finland,Norway,"Ishoj Cricket Club, Vejledalen",Finland,bat,Finland,1
2025-06-15,Sweden,Norway,"Ishoj Cricket Club, Vejledalen",Sweden,bat,Norway,0
2025-06-15,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field,Cambodia,0
2025-06-15,Finland,Norway,"Ishoj Cricket Club, Vejledalen",Finland,bat,Finland,1
2025-06-15,Cayman Islands,Bahamas,"Maple Leaf North-West Ground, King City",Bahamas,field,Cayman Islands,1
2025-06-15,Scotland,Netherlands,"Titwood, Glasgow",Netherlands,field,Scotland,1
2025-06-15,Indonesia,Cambodia,Udayana Cricket Ground,Indonesia,bat,Cambodia,0
2025-06-15,West Indies,Ireland,"Bready Cricket Club, Magheramason, Bready",Ireland,field,West Indies,1
2025-06-15,Canada,Bermuda,"Maple Leaf North-West Ground, King City",Bermuda,field,Canada,1
2025-06-16,Canada,Cayman Islands,"Maple Leaf North-West Ground, King City",Cayman Islands,field,Canada,1
2025-06-16,Bahamas,Bermuda,"Maple Leaf North-West Ground, King City",Bahamas,bat,Bermuda,0
2025-06-16,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,Indonesia,0
2025-06-17,Scotland,Nepal,"Titwood, Glasgow",Nepal,field,Nepal,0
2025-06-18,Netherlands,Scotland,"Titwood, Glasgow",Scotland,field,Netherlands,1
2025-06-18,Cayman Islands,Bermuda,"Maple Leaf North-West Ground, King City",Bermuda,field,Bermuda,0
2025-06-18,Bahamas,Canada,"Maple Leaf North-West Ground, King City",Canada,field,Canada,0
2025-06-19,Canada,Cayman Islands,"Maple Leaf North-West Ground, King City",Cayman Islands,field,Canada,1
2025-06-19,Bermuda,Bahamas,"Maple Leaf North-West Ground, King City",Bahamas,field,Bermuda,1
2025-06-19,Netherlands,Nepal,"Titwood, Glasgow",Nepal,field,Nepal,0
2025-06-20,Scotland,Nepal,"Titwood, Glasgow",Scotland,bat,Scotland,1
2025-06-21,Bermuda,Cayman Islands,"Maple Leaf North-West Ground, King City",Cayman Islands,field,Cayman Islands,0
2025-06-21,Hungary,Slovenia,"GB Oval, Szodliget",Hungary,bat,Hungary,1
2025-06-21,Hungary,Slovenia,"GB Oval, Szodliget",Hungary,bat,Hungary,1
2025-06-21,Switzerland,Luxembourg,Pierre Werner Cricket Ground,Luxembourg,field,Switzerland,1
2025-06-21,Switzerland,Luxembourg,Pierre Werner Cricket Ground,Switzerland,bat,Switzerland,1
2025-06-21,Bahamas,Canada,"Maple Leaf North-West Ground, King City",Canada,field,Canada,0
2025-06-22,Cayman Islands,Bahamas,"Maple Leaf North-West Ground, King City",Bahamas,field,Cayman Islands,1
2025-06-22,Switzerland,Luxembourg,Pierre Werner Cricket Ground,Switzerland,bat,Luxembourg,0
2025-06-22,Slovenia,Hungary,"GB Oval, Szodliget",Slovenia,bat,Hungary,0
2025-06-26,France,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",France,bat,Malta,0
2025-06-26,Belgium,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Malta,field,Belgium,1
2025-06-27,Hungary,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,field,Austria,0
2025-06-27,Belgium,France,"Moara Vlasiei Cricket Ground, Ilfov County",Belgium,bat,Belgium,1
2025-06-27,Hungary,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,field,Romania,0
2025-06-28,Belgium,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,field,Austria,0
2025-06-28,Malta,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,field,Malta,1
2025-06-29,Hungary,France,"Moara Vlasiei Cricket Ground, Ilfov County",France,field,Hungary,1
2025-07-05,Guernsey,Italy,"Sportpark Westvliet, Voorburg",Italy,field,Italy,0
2025-07-05,Malawi,Germany,"TCA Oval, Blantyre",Germany,field,Germany,0
2025-07-05,Jersey,Netherlands,"Sportpark Westvliet, Voorburg",Netherlands,field,Netherlands,0
2025-07-06,Philippines,Indonesia,Udayana Cricket Ground,Indonesia,field,Philippines,1
2025-07-06,Bahrain,Germany,"TCA Oval, Blantyre",Bahrain,bat,Bahrain,1
2025-07-07,South Korea,Philippines,Udayana Cricket Ground,Philippines,field,Philippines,0
2025-07-07,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field,Indonesia,1
2025-07-07,Tanzania,Germany,"TCA Oval, Blantyre",Tanzania,bat,Germany,0
2025-07-07,Malawi,Bahrain,"TCA Oval, Blantyre",Malawi,bat,Bahrain,0
2025-07-08,Scotland,Netherlands,"Sportpark Westvliet, Voorburg",Scotland,bat,Scotland,1
2025-07-08,Indonesia,South Korea,Udayana Cricket Ground,South Korea,field,Indonesia,1
2025-07-08,Jersey,Guernsey,"Sportpark Westvliet, Voorburg",Guernsey,field,Jersey,1
2025-07-08,Bahrain,Tanzania,"TCA Oval, Blantyre",Tanzania,field,Tanzania,0
2025-07-09,South Korea,Philippines,Udayana Cricket Ground,Philippines,field,South Korea,1
2025-07-09,South Korea,Indonesia,Udayana Cricket Ground,South Korea,bat,Indonesia,0
2025-07-09,Netherlands,Guernsey,"Sportpark Westvliet, Voorburg",Netherlands,bat,Netherlands,1
2025-07-09,Italy,Scotland,"Sportpark Westvliet, Voorburg",Italy,bat,Italy,1
2025-07-10,Bangladesh,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,field,Sri Lanka,0
2025-07-10,Indonesia,Philippines,Udayana Cricket Ground,Indonesia,bat,Philippines,0
2025-07-10,Philippines,South Korea,Udayana Cricket Ground,Philippines,bat,Philippines,1
2025-07-10,Bulgaria,Gibraltar,"Vassil Levski National Sports Academy, Sofia",Gibraltar,field,Gibraltar,0
2025-07-10,Turkey,Bulgaria,"Vassil Levski National Sports Academy, Sofia",Bulgaria,field,Bulgaria,0
2025-07-10,Tanzania,Bahrain,"TCA Oval, Blantyre",Bahrain,field,Bahrain,0
2025-07-10,Malawi,Germany,"TCA Oval, Blantyre",Malawi,bat,Malawi,1
2025-07-11,Gibraltar,Bulgaria,"Vassil Levski National Sports Academy, Sofia",Bulgaria,field,Bulgaria,0
2025-07-11,Turkey,Gibraltar,"Vassil Levski National Sports Academy, Sofia",Gibraltar,field,Gibraltar,0
2025-07-11,Italy,Netherlands,"Sportpark Westvliet, Voorburg",Italy,bat,Netherlands,0
2025-07-11,Scotland,Jersey,"Sportpark Westvliet, Voorburg",Jersey,field,Jersey,0
2025-07-12,Indonesia,South Korea,Udayana Cricket Ground,South Korea,field,South Korea,0
2025-07-12,Philippines,South Korea,Udayana Cricket Ground,Philippines,bat,Philippines,1
2025-07-12,Turkey,Bulgaria,"Vassil Levski National Sports Academy, Sofia",Bulgaria,field,Turkey,1
2025-07-12,Turkey,Gibraltar,"Vassil Levski National Sports Academy, Sofia",Turkey,bat,Gibraltar,0
2025-07-12,Malawi,Bahrain,"TCA Oval, Blantyre",Malawi,bat,Bahrain,0
2025-07-12,Germany,Tanzania,"TCA Oval, Blantyre",Tanzania,field,Tanzania,0
2025-07-13,Germany,Malawi,"TCA Oval, Blantyre",Germany,bat,Germany,1
2025-07-13,Gibraltar,Bulgaria,"Vassil Levski National Sports Academy, Sofia",Bulgaria,field,Bulgaria,0
2025-07-13,Bahrain,Tanzania,"TCA Oval, Blantyre",Tanzania,field,Tanzania,0
2025-07-13,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field,Philippines,0
2025-07-13,Bangladesh,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field,Bangladesh,1
2025-07-13,South Korea,Indonesia,Udayana Cricket Ground,South Korea,bat,Indonesia,0
2025-07-14,Zimbabwe,South Africa,Harare Sports Club,South Africa,field,South Africa,0
2025-07-16,New Zealand,South Africa,Harare Sports Club,South Africa,field,New Zealand,1
2025-07-16,Sri Lanka,Bangladesh,"R Premadasa Stadium, Colombo",Sri Lanka,bat,Bangladesh,0
2025-07-17,Kenya,Nigeria,Entebbe Cricket Oval,Kenya,bat,Kenya,1
2025-07-18,Zimbabwe,New Zealand,Harare Sports Club,New Zealand,field,New Zealand,0
2025-07-18,Hong Kong,Malaysia,Singapore National Cricket Ground,Malaysia,field,Malaysia,0
2025-07-18,Singapore,Samoa,Singapore National Cricket Ground,Singapore,bat,Singapore,1
2025-07-18,Uganda,Nigeria,Entebbe Cricket Oval,Uganda,bat,Uganda,1
2025-07-18,Rwanda,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Bahrain,field,Bahrain,0
2025-07-19,Malawi,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Malawi,bat,Rwanda,0
2025-07-19,Malawi,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Bahrain,field,Bahrain,0
2025-07-19,Qatar,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Qatar,bat,Saudi Arabia,0
2025-07-19,Singapore,Malaysia,Singapore National Cricket Ground,Malaysia,field,Malaysia,0
2025-07-19,Hong Kong,Samoa,Singapore National Cricket Ground,Hong Kong,bat,Hong Kong,1
2025-07-19,Uganda,United Arab Emirates,Entebbe Cricket Oval,Uganda,bat,Uganda,1
2025-07-20,Rwanda,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Rwanda,bat,Bahrain,0
2025-07-20,West Indies,Australia,"Sabina Park, Kingston, Jamaica",Australia,field,Australia,0
2025-07-20,Zimbabwe,South Africa,Harare Sports Club,South Africa,field,South Africa,0
2025-07-20,Pakistan,Bangladesh,"Shere Bangla National Stadium, Mirpur",Bangladesh,field,Bangladesh,0
2025-07-20,Hong Kong,Singapore,Singapore National Cricket Ground,Singapore,field,Hong Kong,1
2025-07-20,Samoa,Malaysia,Singapore National Cricket Ground,Samoa,bat,Malaysia,0
2025-07-20,Malawi,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Bahrain,field,Bahrain,0
2025-07-21,Saudi Arabia,Qatar,"West End Park International Cricket Stadium, Doha",Qatar,field,Qatar,0
2025-07-21,Nigeria,United Arab Emirates,Entebbe Cricket Oval,Nigeria,bat,United Arab Emirates,0
2025-07-21,Uganda,Kenya,Entebbe Cricket Oval,Uganda,bat,Uganda,1
2025-07-22,West Indies,Australia,"Sabina Park, Kingston, Jamaica",Australia,field,Australia,0
2025-07-22,South Africa,New Zealand,Harare Sports Club,New Zealand,field,New Zealand,0
2025-07-22,Bangladesh,Pakistan,"Shere Bangla National Stadium, Mirpur",Pakistan,field,Bangladesh,1
2025-07-22,Hong Kong,Malaysia,Singapore National Cricket Ground,Malaysia,field,Malaysia,0
2025-07-22,Samoa,Singapore,Singapore National Cricket Ground,Samoa,bat,Singapore,0
2025-07-22,Uganda,Nigeria,Entebbe Cricket Oval,Uganda,bat,Uganda,1
2025-07-22,Qatar,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Saudi Arabia,field,Qatar,1
2025-07-22,Malawi,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Malawi,bat,Rwanda,0
2025-07-22,Bahrain,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,field,Bahrain,1
2025-07-23,Bahrain,Malawi,"Gahanga International Cricket Stadium, Rwanda",Bahrain,bat,Bahrain,1
2025-07-23,Rwanda,Malawi,"Gahanga International Cricket Stadium, Rwanda",Malawi,field,Malawi,0
2025-07-23,Samoa,Hong Kong,Singapore National Cricket Ground,Hong Kong,field,Hong Kong,0
2025-07-23,Malaysia,Singapore,Singapore National Cricket Ground,Singapore,field,Malaysia,1
2025-07-23,Kenya,United Arab Emirates,Entebbe Cricket Oval,Kenya,bat,United Arab Emirates,0
2025-07-24,New Zealand,Zimbabwe,Harare Sports Club,New Zealand,bat,New Zealand,1
2025-07-24,Pakistan,Bangladesh,"Shere Bangla National Stadium, Mirpur",Bangladesh,field,Pakistan,1
2025-07-24,Samoa,Malaysia,Singapore National Cricket Ground,Malaysia,field,Malaysia,0
2025-07-24,Hong Kong,Singapore,Singapore National Cricket Ground,Hong Kong,bat,Hong Kong,1
2025-07-25,Hungary,Romania,"GB Oval, Szodliget",Hungary,bat,Romania,0
2025-07-25,Hungary,Luxembourg,"GB Oval, Szodliget",Hungary,bat,Hungary,1
2025-07-25,Malawi,Bahrain,"Gahanga International Cricket Stadium, Rwanda",Malawi,bat,Bahrain,0
2025-07-25,Romania,Austria,"GB Oval, Szodliget",Romania,bat,Austria,0
2025-07-25,Kenya,Uganda,Entebbe Cricket Oval,Uganda,field,Uganda,0
2025-07-25,West Indies,Australia,"Warner Park, Basseterre, St Kitts",Australia,field,Australia,0
2025-07-25,Bahrain,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,field,Bahrain,1
2025-07-26,Hungary,Austria,"GB Oval, Szodliget",Austria,field,Austria,0
2025-07-26,West Indies,Australia,"Warner Park, Basseterre, St Kitts",Australia,field,Australia,0
2025-07-26,New Zealand,South Africa,Harare Sports Club,South Africa,field,New Zealand,1
2025-07-26,Hong Kong,Malaysia,Singapore National Cricket Ground,Malaysia,field,Malaysia,0
2025-07-26,United Arab Emirates,Nigeria,Entebbe Cricket Oval,United Arab Emirates,bat,United Arab Emirates,1
2025-07-26,Finland,Estonia,Estonian National Cricket and Rugby Field,Finland,bat,Estonia,0
2025-07-26,Rwanda,Malawi,"Gahanga International Cricket Stadium, Rwanda",Malawi,field,Malawi,0
2025-07-26,Romania,Luxembourg,"GB Oval, Szodliget",Luxembourg,field,Romania,1
2025-07-26,Austria,Luxembourg,"GB Oval, Szodliget",Austria,bat,Austria,1
2025-07-27,Hungary,Luxembourg,"GB Oval, Szodliget",Luxembourg,field,Hungary,1
2025-07-27,Bahrain,Malawi,"Gahanga International Cricket Stadium, Rwanda",Malawi,field,Bahrain,1
2025-07-27,Uganda,United Arab Emirates,Entebbe Cricket Oval,Uganda,bat,Uganda,1
2025-07-27,Nigeria,Kenya,Entebbe Cricket Oval,Nigeria,bat,Kenya,0
2025-07-27,Estonia,Finland,Estonian National Cricket and Rugby Field,Finland,field,Finland,0
2025-07-28,West Indies,Australia,"Warner Park, Basseterre, St Kitts",Australia,field,Australia,0
2025-07-31,Pakistan,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",West Indies,field,Pakistan,1
2025-08-02,Switzerland,Estonia,Estonian National Cricket and Rugby Field,Switzerland,bat,Switzerland,1
